# File Name: 3_AA_0915-0947.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-13 10:49:19 AM UTC
# Run End Date/Time: 2021-10-13 11:50:00 AM UTC
# Run Duration: 60 minutes 41 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-13 10:54:52 AM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-13 11:00:11 AM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"59","E11","3","128881.66","24818.8","115030.76"
"60","E12","3","111840.85","23143.754","102960.31"
"61","F1","3","125344.34","27596.893","134918.05"
"62","F2","3","124807.29","27250.572","133704.1"
"63","F3","3","104951.93","21447.865","106257.484"
"64","F4","3","179039.2","27199.092","122278.055"
"65","F5","3","169699.69","27140.607","115599.04"
"66","F6","3","168894.12","24727.496","106887.914"
"67","F7","3","113262.05","27552.95","144452.92"
"68","F8","3","62248.316","17896.842","102447.66"
"69","F9","3","65344.754","17690.207","104516.016"
"70","F10","3","114258.414","21266.238","98454.06"
"71","F11","3","140727.97","26221.709","119807.42"
"72","F12","3","141980.8","26614.166","119062.26"
"73","G1","3","120023.61","27417.697","143281.47"
"74","G2","3","118506.15","27378.994","137012.67"
"75","G3","3","113903.37","25318.9","126759.95"
"76","G4","3","162634.9","27228.3","116597.4"
"77","G5","3","147173.28","24908.324","111970.54"
"78","G6","3","162991.25","26553.27","120961.914"
"79","G7","3","85158.97","23460.21","130803.984"
"80","G8","3","91867.914","24424.998","132231.84"
"81","G9","3","80012.41","18399.385","100789.37"
"82","G10","3","121807.25","22453.162","101001.76"
"83","G11","3","140107.25","26963.322","122068.164"
"84","G12","3","162041.77","28525.56","129098.42"
"85","H1","3","127407.7","31016.008","145665.47"
"86","H2","3","101719.49","25993.055","139052.05"
"87","H3","3","106606.484","23686.086","127772.94"
"88","H4","3","131015.85","26257.201","124743.11"
"89","H5","3","127796.766","24914.51","120556.91"
"90","H6","3","128255.3","24182.115","120380.54"
"91","H7","3","106648.24","24748.955","134765.16"
"92","H8","3","95122.984","23806.11","130486.79"
"93","H9","3","44288.168","8957.071","47016.605"
"94","H10","3","140545.19","26524.586","119508.234"
"95","H11","3","134500.4","27113.096","124484.89"
"96","H12","3","146622.97","27162.314","122547.805"
"1","A1","4","114364.41","24805.756","126422.07"
"2","A2","4","101944.875","24184.186","135708.5"
"3","A3","4","92319.11","23083.178","127704.7"
"4","A4","4","101580.65","23165.266","116429.5"
"5","A5","4","75827.11","21096.031","115758.4"
"6","A6","4","73452.24","19856.242","114185.72"
"7","A7","4","78343.48","21464.123","127556.12"
"8","A8","4","90157.97","24415.305","133021.67"
"9","A9","4","77996.42","22267.531","121480.0"
"10","A10","4","109002.38","21120.178","95484.1"
"11","A11","4","146307.7","27497.633","120622.76"
"12","A12","4","152384.25","30482.615","128364.84"
"13","B1","4","117015.1","26216.904","139703.56"
"14","B2","4","98594.28","24934.514","134604.34"
"15","B3","4","98833.836","23722.533","129601.164"
"16","B4","4","163162.75","27686.084","123873.086"
"17","B5","4","157576.5","26449.252","117775.06"
"18","B6","4","156742.55","26354.613","122201.734"
"19","B7","4","101899.1","23022.508","121771.25"
"20","B8","4","98251.66","21689.336","120154.47"
"21","B9","4","115102.12","24286.047","130217.71"
"22","B10","4","123049.08","22634.344","108236.5"
"23","B11","4","121584.44","22201.424","100016.336"
"24","B12","4","115501.66","24909.314","107145.14"
"25","C1","4","120389.66","27779.607","138139.12"
"26","C2","4","116771.38","28246.973","140614.34"
"27","C3","4","108325.45","25814.137","134412.72"
"28","C4","4","145337.33","26834.264","130375.56"
"29","C5","4","127566.59","23946.9","121101.39"
"30","C6","4","139195.97","25967.49","131553.05"
"31","C7","4","132801.8","26811.236","131507.42"
"32","C8","4","105126.14","26151.852","130667.95"
"33","C9","4","91815.01","23650.521","128977.91"
"34","C10","4","148998.02","27509.629","127658.35"
"35","C11","4","104852.25","20140.979","92673.64"
"36","C12","4","115998.586","21985.271","97001.96"
"37","D1","4","105466.19","26294.191","134010.66"
"38","D2","4","94902.88","25696.838","135377.39"
"39","D3","4","95268.305","24024.055","131960.0"
"40","D4","4","172928.5","28690.266","127128.18"
"41","D5","4","169706.95","27631.643","125326.664"
"42","D6","4","131977.7","21409.596","99083.016"
"43","D7","4","99516.24","25600.12","138906.67"
"44","D8","4","84639.63","22769.955","132712.52"
"45","D9","4","71960.72","19835.02","115549.22"
"46","D10","4","144492.06","26087.89","119013.336"
"47","D11","4","119846.67","23157.117","103678.28"
"48","D12","4","103599.766","21483.664","94536.96"
"49","E1","4","130272.82","26693.674","141002.0"
"50","E2","4","108924.64","24950.578","134081.12"
"51","E3","4","76907.72","19233.139","103511.195"
"52","E4","4","165493.55","29327.29","124527.73"
"53","E5","4","172035.83","27427.293","123759.01"
"54","E6","4","157292.17","25521.176","114696.45"
"55","E7","4","97526.87","25351.785","140283.19"
"56","E8","4","79391.94","20923.86","115116.195"
"57","E9","4","79929.375","21276.04","117471.69"
"58","E10","4","139993.62","26787.922","122527.09"
"59","E11","4","130129.73","24853.863","115073.75"
"60","E12","4","112601.78","23227.31","103430.734"
"61","F1","4","123854.02","27101.635","135533.3"
"62","F2","4","124209.34","27232.404","134026.75"
"63","F3","4","105862.08","21795.418","107014.445"
"64","F4","4","180537.56","27679.822","122497.03"
"65","F5","4","171216.7","27204.72","116477.266"
"66","F6","4","168708.03","25229.43","107465.305"
"67","F7","4","112620.13","27412.111","145336.78"
"68","F8","4","62608.684","17632.785","102998.875"
"69","F9","4","66283.38","17709.5","104942.54"
"70","F10","4","116538.21","20980.266","98767.79"
"71","F11","4","140272.55","25580.25","120318.52"
"72","F12","4","141621.77","27901.225","119827.33"
