# File Name: Plate_6.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-06-01 09:31:37 AM UTC
# Run End Date/Time: 2021-06-01 10:38:58 AM UTC
# Run Duration: 67 minutes 21 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-06-01 10:39:54 AM UTC
# Software Name and Version: Design & Analysis Software v2.5.1
# Plugin Name and Version: Primary Analysis v1.6.0, Standard Curve v1.5.1
# Exported By: guest
# Exported On: 2021-06-01 10:42:33 AM UTC
"Well","Well Position","Sample","Quantity","Target","Dye","Task","Reporter","Quencher","Amp Status","Cq","Cq Mean","Cq Confidence","Cq SD","Quantity Mean","Quantity SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","Y-Intercept","R2","Slope","Efficiency","Standard Deviation","Standard Error","Omit"
"84","G12","AA_0726 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","91.59732818603516","87.061767578125","72.85034942626953","83.43331909179688","","","","","","","false"
"85","H1","NTC","","NTC","FAM","NTC","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.2","true","3","39","69.05685424804688","91.55075073242188","74.49162292480469","87.02178192138672","","","","","","","false"
"86","H2","NTC","","NTC","FAM","NTC","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.2","true","3","39","74.64258575439453","70.71747589111328","91.55075073242188","79.9263916015625","","","","","","","false"
"87","H3","NTC","","NTC","FAM","NTC","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.2","true","3","39","77.51093292236328","80.5302505493164","70.26457977294922","86.26695251464844","","","","","","","false"
"88","H4","AA_0762 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","81.13410949707031","93.21138000488281","89.13529968261719","70.5665054321289","","","","","","","false"
"89","H5","AA_0762 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","82.95692443847656","90.20673370361328","93.83163452148438","76.61334228515625","","","","","","","false"
"90","H6","AA_0762 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","83.86315155029297","87.79013061523438","74.64985656738281","81.2955093383789","","","","","","","false"
"91","H7","AA_0827 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","35.90029083063692","0.0","","","","true","0.09264752831052908","true","3","39","75.858154296875","82.20173645019531","87.94116973876953","63.62410354614258","","","","","","","false"
"92","H8","AA_0827 R","","Unknown","FAM","UNKNOWN","FAM","None","Amp","35.90029083063692","35.90029083063692","0.9353282836473424","","","","true","0.09264752831052908","true","3","30","78.57683563232422","70.57183837890625","86.58183288574219","90.81088256835938","","","","","","","false"
"93","H9","AA_0827 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","35.90029083063692","0.0","","","","true","0.09264752831052908","true","3","39","75.42050170898438","82.97976684570312","86.45703125","63.32567596435547","","","","","","","false"
"94","H10","AA_683 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","92.20207214355469","75.26931762695312","82.67739868164062","87.81769561767578","","","","","","","false"
"95","H11","AA_683 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","77.83946228027344","92.80680847167969","84.3404312133789","90.38784790039062","","","","","","","false"
"96","H12","AA_683 R","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.09264752831052908","true","3","39","80.25843048095703","88.27125549316406","92.35325622558594","84.3404312133789","","","","","","","false"
