# File Name: 3_AA_0915-0947.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-13 10:49:19 AM UTC
# Run End Date/Time: 2021-10-13 11:50:00 AM UTC
# Run Duration: 60 minutes 41 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-13 10:54:52 AM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-13 11:00:11 AM UTC
"Well","Well Position","Cycle Number","FAM","ROX"
"6","A6","26","65921.266","113768.98"
"6","A6","27","65977.266","113902.02"
"6","A6","28","65994.46","113997.27"
"6","A6","29","66045.41","113908.12"
"6","A6","30","66588.375","113767.54"
"6","A6","31","66297.35","113711.03"
"6","A6","32","66031.78","113841.266"
"6","A6","33","65742.82","113826.695"
"6","A6","34","65070.824","113874.91"
"6","A6","35","64976.254","113776.64"
"6","A6","36","65429.195","113696.71"
"6","A6","37","64928.9","113825.15"
"6","A6","38","64759.89","114066.48"
"6","A6","39","65034.504","113867.9"
"6","A6","40","65007.797","113728.4"
"7","A7","1","70420.83","127543.086"
"7","A7","2","70355.19","127562.836"
"7","A7","3","70284.13","127646.945"
"7","A7","4","70255.625","127752.1"
"7","A7","5","70342.195","128285.62"
"7","A7","6","70603.25","128799.8"
"7","A7","7","70715.6","129113.06"
"7","A7","8","71102.22","129003.766"
"7","A7","9","71129.73","128989.375"
"7","A7","10","71120.164","129508.945"
"7","A7","11","71038.016","129779.38"
"7","A7","12","70990.94","129506.08"
"7","A7","13","71370.87","129263.07"
"7","A7","14","72087.03","128985.85"
"7","A7","15","71527.92","128983.41"
"7","A7","16","71253.14","129471.81"
"7","A7","17","71238.195","129166.42"
"7","A7","18","71252.96","128735.17"
"7","A7","19","71249.76","128591.664"
"7","A7","20","71363.37","128634.06"
"7","A7","21","70761.56","128567.23"
"7","A7","22","70760.67","128546.766"
"7","A7","23","71545.484","128562.016"
"7","A7","24","71384.42","128511.734"
"7","A7","25","71058.3","128482.17"
"7","A7","26","70953.81","128445.42"
"7","A7","27","71053.63","128554.266"
"7","A7","28","71048.18","128422.766"
"7","A7","29","70762.87","128354.55"
"7","A7","30","70552.17","128446.62"
"7","A7","31","70206.086","128193.24"
"7","A7","32","70227.195","128067.79"
"7","A7","33","70637.91","128024.445"
"7","A7","34","70689.805","127805.195"
"7","A7","35","70695.21","127793.87"
"7","A7","36","70706.39","128089.66"
"7","A7","37","70926.56","128046.016"
"7","A7","38","71054.62","127784.086"
"7","A7","39","71594.26","127761.875"
"7","A7","40","71701.99","128049.12"
"8","A8","1","79408.72","131636.22"
"8","A8","2","79680.34","131878.66"
