# File Name: 2_AA_0883-0914.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2021-10-12 04:33:06 PM UTC
# Run End Date/Time: 2021-10-12 05:33:44 PM UTC
# Run Duration: 60 minutes 37 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2021-10-12 04:41:02 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.1
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2021-10-12 09:46:00 PM UTC
"Well","Well Position","Sample","Quantity","Target","Dye","Task","Reporter","Quencher","Amp Status","Cq","Cq Mean","Cq Confidence","Cq SD","Quantity Mean","Quantity SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","Y-Intercept","R2","Slope","Efficiency","Standard Deviation","Standard Error","Omit"
"59","E11","AA_0911","","Unknown","FAM","UNKNOWN","FAM","None","Amp","34.238987977127806","33.922540638009146","0.9269407235549887","0.2938386320455438","","","true","0.0625138037451984","true","3","31","","","","","","","","","","","false"
"60","E12","AA_0911","","Unknown","FAM","UNKNOWN","FAM","None","Amp","33.870321462958046","33.922540638009146","0.9490089277154556","0.2938386320455438","","","true","0.0625138037451984","true","3","31","","","","","","","","","","","false"
"61","F1","AA_0888","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"62","F2","AA_0888","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"63","F3","AA_0888","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"64","F4","AA_0896","","Unknown","FAM","UNKNOWN","FAM","None","Amp","32.57639763305586","32.83071829479851","0.9338382096413216","0.2578738871809536","","","true","0.0625138037451984","true","3","30","","","","","","","","","","","false"
"65","F5","AA_0896","","Unknown","FAM","UNKNOWN","FAM","None","Amp","33.0920042848409","32.83071829479851","0.9304091867273921","0.2578738871809536","","","true","0.0625138037451984","true","3","29","","","","","","","","","","","false"
"66","F6","AA_0896","","Unknown","FAM","UNKNOWN","FAM","None","Amp","32.82375296649876","32.83071829479851","0.9749062526730965","0.2578738871809536","","","true","0.0625138037451984","true","3","29","","","","","","","","","","","false"
"67","F7","AA_0904","","Unknown","FAM","UNKNOWN","FAM","None","Inconclusive","39.82488533592233","39.82488533592233","0.0","","","","true","0.0625138037451984","true","3","35","","","","","","","","","","","false"
"68","F8","AA_0904","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","39.82488533592233","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
"69","F9","AA_0904","","Unknown","FAM","UNKNOWN","FAM","None","No Amp","Undetermined","39.82488533592233","0.0","","","","true","0.0625138037451984","true","3","39","","","","","","","","","","","false"
